Date,Product,Category,Price,Sales_Quantity,Revenue,Region,Customer_Rating
06-04-2023,Fiama Shower Gel,Personal Care,98,323,31654,East,4.4
06-04-2023,Vivel Soap,Personal Care,163,439,71557,East,3.8
06-04-2023,ITC Master Chef Frozen Foods,Food,294,620,182280,North,4
06-04-2023,Engage Deodorants,Personal Care,116,860,99760,South,4.3
06-04-2023,Candyman Toffees,Food,256,569,145664,West,3.7
07-04-2023,Aashirvaad Atta,Food,103,882,90846,North,4.2
07-04-2023,Sunfeast Biscuits,Food,196,645,126420,South,4.3
07-04-2023,Bingo Chips,Food,102,135,13770,North,4.4
07-04-2023,Yippee Noodles,Food,83,597,49551,West,4
07-04-2023,Classmate Notebooks,Stationery,165,987,162855,North,4.7
07-04-2023,Fiama Shower Gel,Personal Care,225,219,49275,South,4
07-04-2023,Vivel Soap,Personal Care,64,505,32320,South,4.7
07-04-2023,ITC Master Chef Frozen Foods,Food,110,204,22440,East,3.5
07-04-2023,Engage Deodorants,Personal Care,150,222,33300,North,3.7
07-04-2023,Candyman Toffees,Food,257,296,76072,East,4.9
08-04-2023,Aashirvaad Atta,Food,138,721,99498,East,4.3
08-04-2023,Sunfeast Biscuits,Food,250,884,221000,North,4.1
08-04-2023,Bingo Chips,Food,103,724,74572,East,3.6
08-04-2023,Yippee Noodles,Food,100,907,90700,South,4
08-04-2023,Classmate Notebooks,Stationery,182,165,30030,North,4.1
08-04-2023,Fiama Shower Gel,Personal Care,100,131,13100,South,4.5
08-04-2023,Vivel Soap,Personal Care,266,107,28462,West,4.8
08-04-2023,ITC Master Chef Frozen Foods,Food,125,904,113000,East,4.3
08-04-2023,Engage Deodorants,Personal Care,50,154,7700,North,3.8
08-04-2023,Candyman Toffees,Food,287,403,115661,North,4.5
09-04-2023,Aashirvaad Atta,Food,230,629,144670,East,4.4
09-04-2023,Sunfeast Biscuits,Food,158,148,23384,East,4
09-04-2023,Bingo Chips,Food,118,749,88382,East,4.1
09-04-2023,Yippee Noodles,Food,163,601,97963,South,4.1
09-04-2023,Classmate Notebooks,Stationery,141,840,118440,East,4.2
09-04-2023,Fiama Shower Gel,Personal Care,251,677,169927,West,3.8
09-04-2023,Vivel Soap,Personal Care,50,417,20850,East,4
09-04-2023,ITC Master Chef Frozen Foods,Food,55,973,53515,East,4.5
09-04-2023,Engage Deodorants,Personal Care,280,470,131600,East,4.2
09-04-2023,Candyman Toffees,Food,289,332,95948,North,4.8
10-04-2023,Aashirvaad Atta,Food,173,585,101205,West,4
10-04-2023,Sunfeast Biscuits,Food,299,482,144118,West,4.3
10-04-2023,Bingo Chips,Food,125,328,41000,East,4.9
10-04-2023,Yippee Noodles,Food,263,230,60490,North,4.6
10-04-2023,Classmate Notebooks,Stationery,258,749,193242,North,4.3
10-04-2023,Fiama Shower Gel,Personal Care,147,729,107163,South,3.8
10-04-2023,Vivel Soap,Personal Care,94,366,34404,West,4.2
10-04-2023,ITC Master Chef Frozen Foods,Food,188,391,73508,West,4.6
10-04-2023,Engage Deodorants,Personal Care,47,560,26320,North,4.5
10-04-2023,Candyman Toffees,Food,39,751,29289,West,4.7
11-04-2023,Aashirvaad Atta,Food,215,234,50310,East,4.1
11-04-2023,Sunfeast Biscuits,Food,56,935,52360,West,4.1
11-04-2023,Bingo Chips,Food,31,262,8122,West,4.3
11-04-2023,Yippee Noodles,Food,250,321,80250,East,3.6
11-04-2023,Classmate Notebooks,Stationery,211,81,17091,East,3.8
11-04-2023,Fiama Shower Gel,Personal Care,263,570,149910,West,3.9
11-04-2023,Vivel Soap,Personal Care,19,775,14725,West,3.9
11-04-2023,ITC Master Chef Frozen Foods,Food,57,485,27645,East,4.4
11-04-2023,Engage Deodorants,Personal Care,111,802,89022,North,4.3
11-04-2023,Candyman Toffees,Food,60,853,51180,East,5
12-04-2023,Aashirvaad Atta,Food,97,243,23571,West,4.5
12-04-2023,Sunfeast Biscuits,Food,207,50,10350,South,3.7
12-04-2023,Bingo Chips,Food,176,558,98208,North,4.8
12-04-2023,Yippee Noodles,Food,260,730,189800,North,3.8
12-04-2023,Classmate Notebooks,Stationery,79,311,24569,North,4.5
12-04-2023,Fiama Shower Gel,Personal Care,12,386,4632,West,4.6
12-04-2023,Vivel Soap,Personal Care,184,158,29072,North,4.9
12-04-2023,ITC Master Chef Frozen Foods,Food,280,149,41720,West,4.7
12-04-2023,Engage Deodorants,Personal Care,52,933,48516,South,3.7
12-04-2023,Candyman Toffees,Food,298,319,95062,East,4.8
13-04-2023,Aashirvaad Atta,Food,225,364,81900,South,4.3
13-04-2023,Sunfeast Biscuits,Food,177,388,68676,North,4.1
13-04-2023,Bingo Chips,Food,292,385,112420,North,4.8
13-04-2023,Yippee Noodles,Food,249,881,219369,East,4.6
13-04-2023,Classmate Notebooks,Stationery,213,641,136533,South,3.7
13-04-2023,Fiama Shower Gel,Personal Care,98,709,69482,West,4.5
13-04-2023,Vivel Soap,Personal Care,160,563,90080,East,4.8
13-04-2023,ITC Master Chef Frozen Foods,Food,16,255,4080,East,4.4
13-04-2023,Engage Deodorants,Personal Care,123,833,102459,East,5
13-04-2023,Candyman Toffees,Food,219,549,120231,West,4.5
14-04-2023,Aashirvaad Atta,Food,122,61,7442,East,3.9
14-04-2023,Sunfeast Biscuits,Food,292,189,55188,North,4.4
14-04-2023,Bingo Chips,Food,14,618,8652,North,4.8
14-04-2023,Yippee Noodles,Food,127,937,118999,South,4.7
14-04-2023,Classmate Notebooks,Stationery,59,929,54811,South,4
14-04-2023,Fiama Shower Gel,Personal Care,206,940,193640,East,3.6
14-04-2023,Vivel Soap,Personal Care,176,501,88176,West,5
14-04-2023,ITC Master Chef Frozen Foods,Food,191,440,84040,South,4.4
14-04-2023,Engage Deodorants,Personal Care,224,452,101248,North,4.7
14-04-2023,Candyman Toffees,Food,257,453,116421,South,3.9
15-04-2023,Aashirvaad Atta,Food,211,410,86510,South,5
15-04-2023,Sunfeast Biscuits,Food,71,718,50978,South,5
15-04-2023,Bingo Chips,Food,15,619,9285,South,3.7
15-04-2023,Yippee Noodles,Food,178,131,23318,North,4.6
15-04-2023,Classmate Notebooks,Stationery,228,738,168264,East,4.1
15-04-2023,Fiama Shower Gel,Personal Care,275,147,40425,West,4.2
15-04-2023,Vivel Soap,Personal Care,11,685,7535,South,4.3
15-04-2023,ITC Master Chef Frozen Foods,Food,31,203,6293,East,4.4
15-04-2023,Engage Deodorants,Personal Care,228,718,163704,West,4.9
15-04-2023,Candyman Toffees,Food,50,999,49950,East,4.5
16-04-2023,Aashirvaad Atta,Food,93,532,49476,South,4.5
16-04-2023,Sunfeast Biscuits,Food,299,967,289133,East,4.9
16-04-2023,Bingo Chips,Food,292,827,241484,West,4.2
16-04-2023,Yippee Noodles,Food,57,375,21375,West,4
16-04-2023,Classmate Notebooks,Stationery,68,557,37876,West,3.5
16-04-2023,Fiama Shower Gel,Personal Care,74,644,47656,South,3.7
16-04-2023,Vivel Soap,Personal Care,88,364,32032,West,4.6
16-04-2023,ITC Master Chef Frozen Foods,Food,257,839,215623,South,4.4
16-04-2023,Engage Deodorants,Personal Care,34,333,11322,North,4.4
16-04-2023,Candyman Toffees,Food,77,56,4312,West,3.9
17-04-2023,Aashirvaad Atta,Food,92,946,87032,North,3.8
17-04-2023,Sunfeast Biscuits,Food,246,95,23370,West,3.8
17-04-2023,Bingo Chips,Food,271,225,60975,South,4.5
17-04-2023,Yippee Noodles,Food,292,103,30076,West,4
17-04-2023,Classmate Notebooks,Stationery,136,458,62288,East,4.2
17-04-2023,Fiama Shower Gel,Personal Care,141,654,92214,East,4.3
17-04-2023,Vivel Soap,Personal Care,257,909,233613,North,4.4
17-04-2023,ITC Master Chef Frozen Foods,Food,50,219,10950,North,4.6
17-04-2023,Engage Deodorants,Personal Care,177,88,15576,East,3.8
17-04-2023,Candyman Toffees,Food,120,529,63480,West,4.9
18-04-2023,Aashirvaad Atta,Food,72,786,56592,North,3.8
18-04-2023,Sunfeast Biscuits,Food,299,345,103155,South,4
18-04-2023,Bingo Chips,Food,170,380,64600,South,4.4
18-04-2023,Yippee Noodles,Food,147,387,56889,East,4.7
18-04-2023,Classmate Notebooks,Stationery,173,492,85116,West,3.9
18-04-2023,Fiama Shower Gel,Personal Care,183,436,79788,North,4.4
18-04-2023,Vivel Soap,Personal Care,100,799,79900,South,3.9
18-04-2023,ITC Master Chef Frozen Foods,Food,218,122,26596,East,3.8
18-04-2023,Engage Deodorants,Personal Care,293,914,267802,North,4.8
18-04-2023,Candyman Toffees,Food,65,236,15340,North,4.2
19-04-2023,Aashirvaad Atta,Food,67,412,27604,South,4.5
19-04-2023,Sunfeast Biscuits,Food,177,469,83013,East,4.3
19-04-2023,Bingo Chips,Food,46,384,17664,South,3.6
19-04-2023,Yippee Noodles,Food,72,711,51192,South,4.7
19-04-2023,Classmate Notebooks,Stationery,194,254,49276,West,4
19-04-2023,Fiama Shower Gel,Personal Care,144,622,89568,West,4.2
19-04-2023,Vivel Soap,Personal Care,216,178,38448,South,4.6
19-04-2023,ITC Master Chef Frozen Foods,Food,251,170,42670,South,3.9
19-04-2023,Engage Deodorants,Personal Care,142,763,108346,South,4.9
19-04-2023,Candyman Toffees,Food,118,352,41536,East,4.5
20-04-2023,Aashirvaad Atta,Food,78,178,13884,West,4
20-04-2023,Sunfeast Biscuits,Food,292,361,105412,North,4.3
20-04-2023,Bingo Chips,Food,286,110,31460,West,4
20-04-2023,Yippee Noodles,Food,162,798,129276,West,4
20-04-2023,Classmate Notebooks,Stationery,64,913,58432,South,4.7
20-04-2023,Fiama Shower Gel,Personal Care,186,411,76446,West,3.9
20-04-2023,Vivel Soap,Personal Care,106,930,98580,North,3.7
20-04-2023,ITC Master Chef Frozen Foods,Food,15,158,2370,South,4.3
20-04-2023,Engage Deodorants,Personal Care,127,310,39370,North,4.5
20-04-2023,Candyman Toffees,Food,85,520,44200,South,4.2
21-04-2023,Aashirvaad Atta,Food,223,506,112838,North,3.7
21-04-2023,Sunfeast Biscuits,Food,96,702,67392,West,4.6
21-04-2023,Bingo Chips,Food,121,968,117128,East,4.1
21-04-2023,Yippee Noodles,Food,113,646,72998,South,4.6
21-04-2023,Classmate Notebooks,Stationery,117,67,7839,South,3.9
21-04-2023,Fiama Shower Gel,Personal Care,298,463,137974,East,3.5
21-04-2023,Vivel Soap,Personal Care,131,699,91569,East,4.5
21-04-2023,ITC Master Chef Frozen Foods,Food,171,762,130302,East,3.8
21-04-2023,Engage Deodorants,Personal Care,215,728,156520,South,3.6
21-04-2023,Candyman Toffees,Food,136,196,26656,South,4
22-04-2023,Aashirvaad Atta,Food,161,633,101913,North,5
22-04-2023,Sunfeast Biscuits,Food,184,338,62192,East,4.1
22-04-2023,Bingo Chips,Food,204,379,77316,South,4.1
22-04-2023,Yippee Noodles,Food,150,807,121050,North,4.4
22-04-2023,Classmate Notebooks,Stationery,248,254,62992,North,4.5
22-04-2023,Fiama Shower Gel,Personal Care,137,905,123985,East,4.5
22-04-2023,Vivel Soap,Personal Care,278,374,103972,East,4.6
22-04-2023,ITC Master Chef Frozen Foods,Food,16,363,5808,North,4.3
22-04-2023,Engage Deodorants,Personal Care,202,802,162004,East,4.4
22-04-2023,Candyman Toffees,Food,34,300,10200,East,4.2
23-04-2023,Aashirvaad Atta,Food,38,678,25764,South,3.8
23-04-2023,Sunfeast Biscuits,Food,153,74,11322,North,4.6
23-04-2023,Bingo Chips,Food,129,873,112617,North,4.8
23-04-2023,Yippee Noodles,Food,95,385,36575,West,3.8
23-04-2023,Classmate Notebooks,Stationery,127,794,100838,North,4.3
23-04-2023,Fiama Shower Gel,Personal Care,156,986,153816,East,4.8
23-04-2023,Vivel Soap,Personal Care,148,742,109816,North,4.1
23-04-2023,ITC Master Chef Frozen Foods,Food,241,707,170387,West,4.9
23-04-2023,Engage Deodorants,Personal Care,203,785,159355,South,3.6
23-04-2023,Candyman Toffees,Food,213,800,170400,West,4.3
24-04-2023,Aashirvaad Atta,Food,229,165,37785,North,4.5
24-04-2023,Sunfeast Biscuits,Food,91,883,80353,South,4.3
24-04-2023,Bingo Chips,Food,29,270,7830,North,4.3
24-04-2023,Yippee Noodles,Food,12,743,8916,West,4.6
24-04-2023,Classmate Notebooks,Stationery,68,623,42364,West,4.1
24-04-2023,Fiama Shower Gel,Personal Care,131,528,69168,East,4.6
24-04-2023,Vivel Soap,Personal Care,244,947,231068,North,4.5
24-04-2023,ITC Master Chef Frozen Foods,Food,168,173,29064,West,3.6
24-04-2023,Engage Deodorants,Personal Care,216,97,20952,West,3.6
24-04-2023,Candyman Toffees,Food,210,299,62790,West,4.3
25-04-2023,Aashirvaad Atta,Food,218,404,88072,West,4.5
25-04-2023,Sunfeast Biscuits,Food,53,590,31270,West,4.1
25-04-2023,Bingo Chips,Food,274,944,258656,North,4.8
25-04-2023,Yippee Noodles,Food,224,948,212352,South,4.1
25-04-2023,Classmate Notebooks,Stationery,254,519,131826,West,4.6
25-04-2023,Fiama Shower Gel,Personal Care,179,494,88426,South,4.6
25-04-2023,Vivel Soap,Personal Care,25,569,14225,North,4.4
25-04-2023,ITC Master Chef Frozen Foods,Food,49,286,14014,South,3.8
25-04-2023,Engage Deodorants,Personal Care,231,765,176715,East,4.6
25-04-2023,Candyman Toffees,Food,216,385,83160,South,3.6
26-04-2023,Aashirvaad Atta,Food,187,445,83215,East,4.2
26-04-2023,Sunfeast Biscuits,Food,155,367,56885,West,4.7
26-04-2023,Bingo Chips,Food,71,855,60705,East,4.3
26-04-2023,Yippee Noodles,Food,175,271,47425,South,3.8
26-04-2023,Classmate Notebooks,Stationery,182,205,37310,South,4.2
26-04-2023,Fiama Shower Gel,Personal Care,278,972,270216,South,4.4
26-04-2023,Vivel Soap,Personal Care,83,486,40338,West,4.7
26-04-2023,ITC Master Chef Frozen Foods,Food,288,936,269568,West,3.8
26-04-2023,Engage Deodorants,Personal Care,213,210,44730,North,4.1
26-04-2023,Candyman Toffees,Food,174,624,108576,North,3.9
27-04-2023,Aashirvaad Atta,Food,105,724,76020,West,4.7
27-04-2023,Sunfeast Biscuits,Food,129,863,111327,South,4.5
27-04-2023,Bingo Chips,Food,226,105,23730,West,3.8
27-04-2023,Yippee Noodles,Food,241,816,196656,West,4.9
27-04-2023,Classmate Notebooks,Stationery,86,279,23994,West,3.6
27-04-2023,Fiama Shower Gel,Personal Care,191,942,179922,West,3.6
27-04-2023,Vivel Soap,Personal Care,36,325,11700,North,4.9
27-04-2023,ITC Master Chef Frozen Foods,Food,296,140,41440,South,4.7
27-04-2023,Engage Deodorants,Personal Care,172,400,68800,North,3.6
27-04-2023,Candyman Toffees,Food,278,930,258540,East,4.9
28-04-2023,Aashirvaad Atta,Food,196,966,189336,East,4.7
28-04-2023,Sunfeast Biscuits,Food,95,215,20425,West,3.5
28-04-2023,Bingo Chips,Food,123,482,59286,West,4.6
28-04-2023,Yippee Noodles,Food,192,256,49152,South,4.3
28-04-2023,Classmate Notebooks,Stationery,12,257,3084,North,4.1
28-04-2023,Fiama Shower Gel,Personal Care,147,388,57036,North,4.4
28-04-2023,Vivel Soap,Personal Care,38,432,16416,South,4.6
28-04-2023,ITC Master Chef Frozen Foods,Food,83,622,51626,West,4.1
28-04-2023,Engage Deodorants,Personal Care,57,260,14820,East,4.8
28-04-2023,Candyman Toffees,Food,119,744,88536,East,4.4
29-04-2023,Aashirvaad Atta,Food,60,710,42600,West,5
29-04-2023,Sunfeast Biscuits,Food,255,162,41310,South,4.2
29-04-2023,Bingo Chips,Food,23,764,17572,North,4.9
29-04-2023,Yippee Noodles,Food,164,616,101024,West,4.8
29-04-2023,Classmate Notebooks,Stationery,84,326,27384,East,4.4
29-04-2023,Fiama Shower Gel,Personal Care,68,560,38080,South,5
29-04-2023,Vivel Soap,Personal Care,73,888,64824,East,4.4
29-04-2023,ITC Master Chef Frozen Foods,Food,113,455,51415,East,4.2
29-04-2023,Engage Deodorants,Personal Care,218,142,30956,South,4.9
29-04-2023,Candyman Toffees,Food,121,978,118338,East,4.4
30-04-2023,Aashirvaad Atta,Food,216,829,179064,West,4.2
30-04-2023,Sunfeast Biscuits,Food,231,215,49665,West,4.3
30-04-2023,Bingo Chips,Food,99,143,14157,South,4.8
30-04-2023,Yippee Noodles,Food,239,883,211037,South,4.9
30-04-2023,Classmate Notebooks,Stationery,84,925,77700,South,4
30-04-2023,Fiama Shower Gel,Personal Care,157,57,8949,South,3.6
30-04-2023,Vivel Soap,Personal Care,218,689,150202,East,4.4
30-04-2023,ITC Master Chef Frozen Foods,Food,153,991,151623,East,4.5
30-04-2023,Engage Deodorants,Personal Care,54,288,15552,East,4.5
30-04-2023,Candyman Toffees,Food,190,264,50160,East,3.9
01-05-2023,Aashirvaad Atta,Food,82,980,80360,North,3.8
01-05-2023,Sunfeast Biscuits,Food,243,514,124902,East,4.4
01-05-2023,Bingo Chips,Food,273,256,69888,South,4.8
01-05-2023,Yippee Noodles,Food,285,429,122265,East,3.6
01-05-2023,Classmate Notebooks,Stationery,277,994,275338,South,4.5
01-05-2023,Fiama Shower Gel,Personal Care,20,147,2940,West,3.6
01-05-2023,Vivel Soap,Personal Care,67,851,57017,South,4.2
01-05-2023,ITC Master Chef Frozen Foods,Food,225,955,214875,East,3.6
01-05-2023,Engage Deodorants,Personal Care,93,948,88164,North,5
01-05-2023,Candyman Toffees,Food,81,345,27945,East,3.5
02-05-2023,Aashirvaad Atta,Food,119,241,28679,South,3.9
02-05-2023,Sunfeast Biscuits,Food,65,109,7085,West,4.7
02-05-2023,Bingo Chips,Food,58,469,27202,West,4.5
02-05-2023,Yippee Noodles,Food,45,150,6750,West,3.8
02-05-2023,Classmate Notebooks,Stationery,232,387,89784,East,4
02-05-2023,Fiama Shower Gel,Personal Care,287,691,198317,East,4.7
02-05-2023,Vivel Soap,Personal Care,105,239,25095,South,3.7
02-05-2023,ITC Master Chef Frozen Foods,Food,275,473,130075,West,4
02-05-2023,Engage Deodorants,Personal Care,121,877,106117,North,4.2
02-05-2023,Candyman Toffees,Food,74,296,21904,South,5
03-05-2023,Aashirvaad Atta,Food,115,230,26450,North,4.1
03-05-2023,Sunfeast Biscuits,Food,287,958,274946,South,4
03-05-2023,Bingo Chips,Food,115,320,36800,East,3.6
03-05-2023,Yippee Noodles,Food,176,574,101024,North,5
03-05-2023,Classmate Notebooks,Stationery,49,709,34741,North,3.5
03-05-2023,Fiama Shower Gel,Personal Care,91,894,81354,East,4.6
03-05-2023,Vivel Soap,Personal Care,47,260,12220,North,4.5
03-05-2023,ITC Master Chef Frozen Foods,Food,236,97,22892,East,4.1
03-05-2023,Engage Deodorants,Personal Care,205,236,48380,South,4.6
03-05-2023,Candyman Toffees,Food,238,439,104482,North,4.4
04-05-2023,Aashirvaad Atta,Food,197,907,178679,South,4.8
04-05-2023,Sunfeast Biscuits,Food,141,600,84600,North,4.9
04-05-2023,Bingo Chips,Food,169,236,39884,South,3.7
04-05-2023,Yippee Noodles,Food,129,269,34701,East,3.7
04-05-2023,Classmate Notebooks,Stationery,140,286,40040,West,4.1
04-05-2023,Fiama Shower Gel,Personal Care,105,471,49455,West,5
04-05-2023,Vivel Soap,Personal Care,194,55,10670,East,4.1
04-05-2023,ITC Master Chef Frozen Foods,Food,265,748,198220,East,4
04-05-2023,Engage Deodorants,Personal Care,296,398,117808,South,4.7
04-05-2023,Candyman Toffees,Food,136,986,134096,North,3.9
05-05-2023,Aashirvaad Atta,Food,259,645,167055,South,3.9
05-05-2023,Sunfeast Biscuits,Food,22,606,13332,South,4.8
05-05-2023,Bingo Chips,Food,285,549,156465,South,4.6
05-05-2023,Yippee Noodles,Food,282,969,273258,South,4.2
05-05-2023,Classmate Notebooks,Stationery,228,158,36024,West,4.9
05-05-2023,Fiama Shower Gel,Personal Care,273,364,99372,East,3.9
05-05-2023,Vivel Soap,Personal Care,278,984,273552,West,3.5
05-05-2023,ITC Master Chef Frozen Foods,Food,198,321,63558,South,4.4
05-05-2023,Engage Deodorants,Personal Care,219,560,122640,East,4.4
05-05-2023,Candyman Toffees,Food,22,657,14454,South,4.1
06-05-2023,Aashirvaad Atta,Food,103,387,39861,North,3.8
06-05-2023,Sunfeast Biscuits,Food,103,710,73130,North,3.6
06-05-2023,Bingo Chips,Food,125,192,24000,South,4.9
06-05-2023,Yippee Noodles,Food,62,520,32240,South,4.4
06-05-2023,Classmate Notebooks,Stationery,146,743,108478,West,5
06-05-2023,Fiama Shower Gel,Personal Care,236,892,210512,North,4.2
06-05-2023,Vivel Soap,Personal Care,297,832,247104,North,4.2
06-05-2023,ITC Master Chef Frozen Foods,Food,81,716,57996,North,3.8
06-05-2023,Engage Deodorants,Personal Care,116,281,32596,East,3.8
06-05-2023,Candyman Toffees,Food,148,664,98272,North,3.7
07-05-2023,Aashirvaad Atta,Food,230,774,178020,East,4.3
07-05-2023,Sunfeast Biscuits,Food,65,439,28535,South,4
07-05-2023,Bingo Chips,Food,201,548,110148,North,4.3
07-05-2023,Yippee Noodles,Food,236,420,99120,North,4
07-05-2023,Classmate Notebooks,Stationery,158,164,25912,West,3.9
07-05-2023,Fiama Shower Gel,Personal Care,165,322,53130,West,4.5
07-05-2023,Vivel Soap,Personal Care,37,599,22163,East,4.9
07-05-2023,ITC Master Chef Frozen Foods,Food,253,629,159137,North,4
07-05-2023,Engage Deodorants,Personal Care,173,107,18511,South,4.2
07-05-2023,Candyman Toffees,Food,297,154,45738,West,4
08-05-2023,Aashirvaad Atta,Food,92,235,21620,South,3.9
08-05-2023,Sunfeast Biscuits,Food,193,845,163085,South,3.9
08-05-2023,Bingo Chips,Food,106,496,52576,West,5
08-05-2023,Yippee Noodles,Food,217,419,90923,West,4.9
08-05-2023,Classmate Notebooks,Stationery,146,416,60736,West,3.7
08-05-2023,Fiama Shower Gel,Personal Care,296,521,154216,North,4
08-05-2023,Vivel Soap,Personal Care,34,560,19040,South,4.3
08-05-2023,ITC Master Chef Frozen Foods,Food,127,122,15494,West,4.6
08-05-2023,Engage Deodorants,Personal Care,19,260,4940,North,4.9
08-05-2023,Candyman Toffees,Food,204,332,67728,East,3.6
09-05-2023,Aashirvaad Atta,Food,172,509,87548,West,4.8
09-05-2023,Sunfeast Biscuits,Food,291,736,214176,East,4.1
09-05-2023,Bingo Chips,Food,149,520,77480,West,3.9
09-05-2023,Yippee Noodles,Food,192,417,80064,North,3.9
09-05-2023,Classmate Notebooks,Stationery,75,719,53925,North,4.9
09-05-2023,Fiama Shower Gel,Personal Care,125,775,96875,North,3.8
09-05-2023,Vivel Soap,Personal Care,262,192,50304,South,4.9
09-05-2023,ITC Master Chef Frozen Foods,Food,34,838,28492,South,4.4
09-05-2023,Engage Deodorants,Personal Care,79,674,53246,West,3.6
09-05-2023,Candyman Toffees,Food,100,579,57900,East,3.7
10-05-2023,Aashirvaad Atta,Food,223,921,205383,East,4.5
10-05-2023,Sunfeast Biscuits,Food,49,291,14259,West,4.3
10-05-2023,Bingo Chips,Food,209,552,115368,West,3.9
10-05-2023,Yippee Noodles,Food,14,939,13146,East,4.4
10-05-2023,Classmate Notebooks,Stationery,46,105,4830,South,3.6
10-05-2023,Fiama Shower Gel,Personal Care,206,634,130604,South,4.8
10-05-2023,Vivel Soap,Personal Care,197,868,170996,West,4.5
10-05-2023,ITC Master Chef Frozen Foods,Food,117,893,104481,North,4.8
10-05-2023,Engage Deodorants,Personal Care,229,939,215031,East,4.7
10-05-2023,Candyman Toffees,Food,232,747,173304,East,4.1
11-05-2023,Aashirvaad Atta,Food,171,296,50616,North,3.7
11-05-2023,Sunfeast Biscuits,Food,85,946,80410,West,4.2
11-05-2023,Bingo Chips,Food,110,160,17600,North,4.4
11-05-2023,Yippee Noodles,Food,200,539,107800,North,4
11-05-2023,Classmate Notebooks,Stationery,218,71,15478,North,4.2
11-05-2023,Fiama Shower Gel,Personal Care,217,57,12369,North,3.7
11-05-2023,Vivel Soap,Personal Care,26,651,16926,South,3.7
11-05-2023,ITC Master Chef Frozen Foods,Food,87,478,41586,South,4.8
11-05-2023,Engage Deodorants,Personal Care,23,288,6624,East,3.7
11-05-2023,Candyman Toffees,Food,292,318,92856,North,4.2
12-05-2023,Aashirvaad Atta,Food,172,109,18748,South,3.7
12-05-2023,Sunfeast Biscuits,Food,67,866,58022,South,4.1
12-05-2023,Bingo Chips,Food,35,864,30240,West,4.2
12-05-2023,Yippee Noodles,Food,207,620,128340,South,4.5
12-05-2023,Classmate Notebooks,Stationery,282,298,84036,North,4.6
12-05-2023,Fiama Shower Gel,Personal Care,53,936,49608,East,4.3
12-05-2023,Vivel Soap,Personal Care,248,468,116064,East,3.6
12-05-2023,ITC Master Chef Frozen Foods,Food,109,724,78916,West,4.1
12-05-2023,Engage Deodorants,Personal Care,53,921,48813,North,4
12-05-2023,Candyman Toffees,Food,154,376,57904,North,3.9
13-05-2023,Aashirvaad Atta,Food,297,213,63261,South,4.1
13-05-2023,Sunfeast Biscuits,Food,137,447,61239,East,3.9
13-05-2023,Bingo Chips,Food,248,885,219480,West,4.3
13-05-2023,Yippee Noodles,Food,229,961,220069,North,3.6
13-05-2023,Classmate Notebooks,Stationery,293,913,267509,East,4.8
13-05-2023,Fiama Shower Gel,Personal Care,268,807,216276,East,4
13-05-2023,Vivel Soap,Personal Care,180,208,37440,North,4.9
13-05-2023,ITC Master Chef Frozen Foods,Food,273,632,172536,East,4.9
13-05-2023,Engage Deodorants,Personal Care,112,174,19488,East,4.4
13-05-2023,Candyman Toffees,Food,295,507,149565,South,4
14-05-2023,Aashirvaad Atta,Food,206,934,192404,West,4.1
14-05-2023,Sunfeast Biscuits,Food,107,220,23540,East,4.8
14-05-2023,Bingo Chips,Food,131,543,71133,North,3.7
14-05-2023,Yippee Noodles,Food,15,337,5055,East,4.2
14-05-2023,Classmate Notebooks,Stationery,105,506,53130,West,4
14-05-2023,Fiama Shower Gel,Personal Care,15,673,10095,East,4.8
14-05-2023,Vivel Soap,Personal Care,115,700,80500,West,4.6
14-05-2023,ITC Master Chef Frozen Foods,Food,223,553,123319,South,4.7
14-05-2023,Engage Deodorants,Personal Care,202,199,40198,East,4.7
14-05-2023,Candyman Toffees,Food,260,564,146640,West,5
15-05-2023,Aashirvaad Atta,Food,96,319,30624,North,4.5
15-05-2023,Sunfeast Biscuits,Food,260,282,73320,South,3.8
15-05-2023,Bingo Chips,Food,92,174,16008,East,3.8
15-05-2023,Yippee Noodles,Food,265,776,205640,West,4.1
15-05-2023,Classmate Notebooks,Stationery,246,297,73062,North,4.1
15-05-2023,Fiama Shower Gel,Personal Care,83,767,63661,South,4.6
15-05-2023,Vivel Soap,Personal Care,103,424,43672,North,4.7
15-05-2023,ITC Master Chef Frozen Foods,Food,125,97,12125,East,3.7
15-05-2023,Engage Deodorants,Personal Care,20,646,12920,North,4.8
15-05-2023,Candyman Toffees,Food,218,497,108346,South,3.9
16-05-2023,Aashirvaad Atta,Food,130,859,111670,East,4.9
16-05-2023,Sunfeast Biscuits,Food,281,290,81490,East,3.5
16-05-2023,Bingo Chips,Food,196,907,177772,North,4.9
16-05-2023,Yippee Noodles,Food,248,353,87544,West,4.5
16-05-2023,Classmate Notebooks,Stationery,255,691,176205,East,3.6
16-05-2023,Fiama Shower Gel,Personal Care,292,640,186880,East,3.9
16-05-2023,Vivel Soap,Personal Care,200,928,185600,East,4.3
16-05-2023,ITC Master Chef Frozen Foods,Food,21,190,3990,North,4.7
16-05-2023,Engage Deodorants,Personal Care,72,302,21744,West,4
16-05-2023,Candyman Toffees,Food,17,886,15062,West,3.6
17-05-2023,Aashirvaad Atta,Food,293,679,198947,West,4
17-05-2023,Sunfeast Biscuits,Food,110,975,107250,South,3.9
17-05-2023,Bingo Chips,Food,80,229,18320,North,4.2
